programme,scheduled_event_count,scenario
Computer Science and Mathematics (BSc Hons) (Year 3),49,S0
Computer Science and Mathematics (BSc Hons) (Year 4),91,S0
Computer Science and Physics (BSc Hons) (Year 1),27,S0
Computer Science and Physics (BSc Hons) (Year 2),35,S0
Computer Science and Physics (BSc Hons) (Year 3),36,S0
Computer Science and Physics (BSc Hons) (Year 4),11,S0
"Conflict, Security and Development (MSc) (Year 1)",5,S0
Contemporary Art Practice (MA (eca)) (Part-time) (Year 2),1,S0
Contemporary Art Practice (MA (eca)) (Year 1),2,S0
Contemporary Art Theory (MA (eca)) (Year 1),1,S0
Contemporary History (MSc) (Full-time) (Year 1),5,S0
Contemporary History (MSc) (Part-time) (Year 2),1,S0
Continuing Professional Development (Economics) (ICL)  - 1 Year (Year 1),3,S0
Corporate Law (LLM) (Full-time) (Year 1),7,S0
Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 1),5,S0
Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 2),4,S0
Counselling (MCouns) (Part-time) - 4 years (Year 1),36,S0
Counselling (MCouns) (Part-time) - 4 years (Year 2),2,S0
Counselling (MCouns) (Part-time) - 4 years (Year 3),5,S0
Counselling (MCouns) (Part-time) - 4 years (Year 4),2,S0
Counselling (MCouns) (Part-time) - 4 years (Year 5),1,S0
Counselling (PgDip) - 3 Years (Part-time) (Year 1),56,S0
Counselling (PgDip) - 3 Years (Part-time) (Year 2),22,S0
Counselling (PgDip) - 3 Years (Part-time) (Year 3),4,S0
Counselling (PgDip) - 3 Years (Part-time) (Year 4),2,S0
Counselling Studies (MSc) (Full-time) (Year 1),64,S0
Counselling Studies (PgCert) (Part-time) (Year 1),20,S0
Counselling Studies (PhD) (Full-time (Year 1),4,S0
Counselling Studies (PhD) (Full-time (Year 2),2,S0
Counselling Studies (PhD) (Part-time) (Year 1),1,S0
Creative Industries (MSc) - 1 Year (Full-time) (Year 1),23,S0
Creative Music Practice (PhD) (Full-time) (Year 1),1,S0
Creative Writing (MSc) (Full-time) (Year 1),10,S0
Creative Writing (PhD) (Full-time) (Year 1),1,S0
Creative Writing (PhD) (Full-time) (Year 2),1,S0
Criminal Law and Criminal Justice (LLM) (Full-time) (Year 1),3,S0
Criminology and Criminal Justice (ESRC track) (MSc) - 1 Year (Full-time) (Year 1),2,S0
Criminology and Criminal Justice (MSc) (Full-time) (Year 1),6,S0
Cultural Heritage Futures (MSc) (Fusion On-site) (Full-time) (Year 1),7,S0
"Cyber Security, Privacy and Trust (MSc) - 1 Year (Full-time) (Year 1)",19,S0
"Cyber Security, Privacy and Trust (MSc) - 1 Year (Full-time) (Year 2)",4,S0
Dance Science and Education (ICL) (MSc) - 2-6 Years (Year 5),2,S0
Dance Science and Education (MSc) (Full-time) (Year 1),20,S0
Data Science (MSc) (Full-time) (Year 1),77,S0
Data Science (MSc) (Full-time) (Year 2),5,S0
Data Science (MSc) (Part-time) - 2 Years (Year 2),5,S0
Data Science (MSc) (Part-time) - 3 Years (Year 1),7,S0
Data Science for Biology (MSc) (Year 1),9,S0
"Data Science, Technology and Innovation (ICL) (MSc) - 6 Years (Year 2)",1,S0
Data and Artificial Intelligence Ethics (Fusion On-Site)(Part-time) - 2 Years (MSc) (Year 1),2,S0
Data and Artificial Intelligence Ethics (Fusion On-site)(Full-time) - 1 Year (MSc) (Year 1),5,S0
Data and Artificial Intelligence Ethics (Fusion Online)(Full-time) - 1 Year (MSc) (Year 1),1,S0
Data and Artificial Intelligence Ethics (Fusion Online)(Part-time) - 9 Months (PGC) (Year 1),2,S0
"Data, Inequality and Society (MSc) (Fusion On-site) (Full-time) - 1 year (Year 1)",11,S0
"Data, Inequality and Society (MSc) (Fusion Online) (Part-time) - 2 years (Year 1)",4,S0
Design (AHRC) (PhD) - 3.5  Years (Full-Time) (Year 1),1,S0
Design Informatics (MA (eca)) (Year 1),8,S0
Design Informatics (MSc) (Full-time) (Year 1),11,S0
Design PhD - 3 Years (Full-Time) (Year 1),3,S0
Design PhD - 3 Years (Full-Time) (Year 2),1,S0
Design and Digital Media (MSc) (Full-time) (Year 1),5,S0
Design and Digital Media (MSc) (Part-time) (Year 2),1,S0
Design by Distance (PhD) - 6 Years (Part-time) (Year 2),1,S0
Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),6,S0
Designing Responsible Natural Language Processing (PhD with Integrated Study) (Year 1),13,S0
"Development, Regeneration and Stem Cells (BMedSci Hons) (Year 3)",8,S0
Developmental Linguistics (MSc) (Full-time) (Year 1),8,S0
Developmental Science (MSc) - 1 Year (Full-time) (Year 1),6,S0
Digital Design and Manufacture (MSc) - 1 Year (Full-time) (Year 1),16,S0
Digital Media Design (Online Learning) (ICL) (MSc) (Part-time) (Year 2),4,S0
Digital Media Design (Online Learning) (ICL) (MSc) (Part-time) (Year 3),3,S0
Digital Media Design (Online Learning) (MSc) (Year 1),3,S0
Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),14,S0
Digital Sociology (MSc) - 2 Years (Part-Time) (Year 2),1,S0
Distance in Counselling Studies (PhD) - 3 Years (Full-time) (Year 1),1,S0
Distance in Counselling Studies (PhD) - 6 Years (Part-time) (Year 2),1,S0
Distance in Health in Social Science (PhD) - 3 Years (Full-time) (Year 1),1,S0
Distance in Health in Social Science (PhD) - 6 Years (Part-time) (Year 2),6,S0
Divinity (BD Hons) (Part-time) (Year 5),3,S0
Divinity (BD) (Honours) (Year 1),14,S0
Divinity (BD) (Honours) (Year 4),7,S0
Divinity (Online Learning) (PhD) - 6 Years (Part-Time) (Year 1),1,S0
Divinity (Online Learning) (PhD) - 6 Years (Part-Time) (Year 3),1,S0
Divinity MDiv(Hons) (Year 1),12,S0
Divinity MDiv(Hons) (Year 2),19,S0
Divinity MDiv(Hons) (Year 3),8,S0
Divinity and Classics (MA Hons) (Year 1),8,S0
Divinity and Classics (MA Hons) (Year 2),15,S0
Divinity and Classics (MA Hons) (Year 3),4,S0
Divinity and Classics (MA Hons) (Year 4),2,S0
Drug Discovery and Translational Biology (MSc) (Year 1),9,S0
Earth Observation and Geoinformation Management (MSc) (Full-time) (Year 1),14,S0
Earth Observation and Geoinformation Management (MSc) - 2 Years (Part-time) (Year 2),2,S0
Earth Science and Physical Geography (BSc Hons) - 4 Years (Full-time) (Year 1),25,S0
Earth Science and Physical Geography (BSc Hons) - 4 Years (Full-time) (Year 2),37,S0
Earth Science and Physical Geography (MEarthSci Hons) - 5 Years (Full-time) (Year 2),29,S0
Earth Sciences (BSc Hons) - 4 Years (Full-time) (Year 1),31,S0
Earth Sciences (BSc Hons) - 4 Years (Full-time) (Year 2),46,S0
Earth Sciences (MEarthSci Hons) - 5 Years (Full-time) (Year 1),10,S0
Earth Sciences (MEarthSci Hons) - 5 Years (Full-time) (Year 2),18,S0
East Asian Studies (MSc) (Year 1),13,S0
Ecological Economics (SAC) (MSc) (Full-time) (Year 1),10,S0
Ecological Economics (SAC) (MSc) (Part-time) - 2 years (Year 2),2,S0
Ecological and Environmental Sciences (BSc Hons) (Year 1),49,S0
Ecological and Environmental Sciences (BSc Hons) (Year 2),98,S0
Ecological and Environmental Sciences (BSc Hons) (Year 3),44,S0
Ecological and Environmental Sciences (BSc Hons) (Year 4),24,S0
Ecological and Environmental Sciences with Management (BSc Hons) (Year 1),18,S0
Ecological and Environmental Sciences with Management (BSc Hons) (Year 2),57,S0
Ecological and Environmental Sciences with Management (BSc Hons) (Year 3),28,S0
Ecological and Environmental Sciences with Management (BSc Hons) (Year 4),14,S0
"Ecology, Evolution and Biodiversity (MSc) - 1 Year (Full Time) (Year 1)",11,S0
Economic History (MA Hons) (Year 3),3,S0
Economic History (MA Hons) (Year 4),8,S0
Economic and Social History (PhD) (Full-time) (Year 1),1,S0
Economic and Social History (PhD) (Full-time) (Year 2),1,S0
Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),11,S0
Economics (Finance) (MSc) (Full-time) (Year 1),11,S0
Economics (MA Hons) (Year 1),122,S0
Economics (MA Hons) (Year 2),199,S0
Economics (MA Hons) (Year 3),79,S0
Economics (MA Hons) (Year 4),58,S0
Economics (MSc) (Full-time) (Year 1),11,S0
Economics (PhD with Integrated Study) - 4 Years (Full-Time) (Year 1),11,S0
Economics and Accounting (MA Hons) (Year 1),17,S0
Economics and Accounting (MA Hons) (Year 2),29,S0
Economics and Accounting (MA Hons) (Year 3),20,S0
Economics and Accounting (MA Hons) (Year 4),21,S0
Economics and Mathematics (MA Hons) (Year 1),33,S0
Economics and Mathematics (MA Hons) (Year 2),49,S0
Economics and Mathematics (MA Hons) (Year 3),29,S0
Economics and Mathematics (MA Hons) (Year 4),55,S0
Economics and Politics (MA Hons) (Year 1),44,S0
Economics and Politics (MA Hons) (Year 2),40,S0
Economics and Politics (MA Hons) (Year 3),43,S0
Economics and Politics (MA Hons) (Year 4),68,S0
Economics and Sociology (MA Hons) (Year 3),12,S0
Economics and Sociology (MA Hons) (Year 4),8,S0
Economics and Statistics (MA Hons) (Year 1),22,S0
Economics and Statistics (MA Hons) (Year 2),25,S0
Economics and Statistics (MA Hons) (Year 3),21,S0
Economics and Statistics (MA Hons) (Year 4),31,S0
Economics with Environmental Studies (MA Hons) (Year 3),18,S0
Economics with Environmental Studies (MA Hons) (Year 4),31,S0
Economics with Finance (MA Hons) (Year 1),66,S0
Economics with Finance (MA Hons) (Year 2),95,S0
Economics with Finance (MA Hons) (Year 3),49,S0
Economics with Finance (MA Hons) (Year 4),65,S0
Economics with Management Science (MA Hons) (Year 1),28,S0
Economics with Management Science (MA Hons) (Year 2),42,S0
Economics with Management Science (MA Hons) (Year 3),25,S0
Economics with Management Science (MA Hons) (Year 4),44,S0
Education (Child and Adolescent Psychology) (MSc) - 1 Year (Full-time) (Year 1),13,S0
Education (ESRC) (PhD) (Year 2),1,S0
Education (Early Childhood Practice and Froebel) (MSc) - 1 Year (Full-time) (Year 1),14,S0
Education (Early Childhood Practice and Froebel) (MSc) - 2 Years (Part-time) (Year 1),3,S0
Education (Early Childhood Practice and Froebel) (MSc) - 3 Years (Part-time) (Year 2),2,S0
Education (MSc) (Full-time) (Year 1),26,S0
Education (MSc) (Full-time) (Year 2),1,S0
Education (PhD) (Full-time) (Year 1),17,S0
Education (PhD) (Full-time) (Year 2),6,S0
Education (PhD) (Full-time) (Year 3),2,S0
Education (PhD) (Full-time) (Year 4),7,S0
Education (PhD) (Part-time) - 6 Years (Year 2),1,S0
Education (PhD) (Part-time) - 6 Years (Year 5),1,S0
Education (Philosophy of Education) (MSc) - 1 Year (Year 1),13,S0
Education (Research) (MSc) - 1 Year (Full-time) (Year 1),9,S0
Education Futures (MSc) (Fusion On-site) (Full-time) - 1 Year (Year 1),4,S0
Education Studies (BA Ord) (Full-time) (Year 3),5,S0
Education Studies (MA Hons) (Year 3),24,S0
Education Studies (MA Hons) (Year 4),16,S0
Electrical Power Engineering (MSc) - 1 Year (Full-time) (Year 1),13,S0
Electrical and Mechanical Engineering (BEng Hons) (Year 1),34,S0
Electrical and Mechanical Engineering (BEng Hons) (Year 2),33,S0
Electrical and Mechanical Engineering (BEng Hons) (Year 3),13,S0
Electrical and Mechanical Engineering (BEng Hons) (Year 4),21,S0
Electrical and Mechanical Engineering (MEng Hons) (Year 1),23,S0
Electrical and Mechanical Engineering (MEng Hons) (Year 2),28,S0
Electrical and Mechanical Engineering (MEng Hons) (Year 3),12,S0
Electrical and Mechanical Engineering (MEng Hons) (Year 4),31,S0
Electrical and Mechanical Engineering (MEng Hons) (Year 5),28,S0
Electrical and Mechanical Engineering Technology (BEng Hons) (Year 4),13,S0
Electronics (MSc) (Year 1),9,S0
Electronics and Computer Science (BEng Hons) (Year 1),28,S0
Electronics and Computer Science (BEng Hons) (Year 2),39,S0
Electronics and Computer Science (BEng Hons) (Year 3),47,S0
Electronics and Computer Science (BEng Hons) (Year 4),78,S0
Electronics and Computer Science (MEng Hons) (Year 1),29,S0
Electronics and Computer Science (MEng Hons) (Year 2),34,S0
Electronics and Computer Science (MEng Hons) (Year 3),32,S0
Electronics and Computer Science (MEng Hons) (Year 4),59,S0
Electronics and Computer Science (MEng Hons) (Year 5),27,S0
Electronics and Electrical Engineering (BEng Hons) (Year 1),69,S0
Electronics and Electrical Engineering (BEng Hons) (Year 2),77,S0
Electronics and Electrical Engineering (BEng Hons) (Year 3),14,S0
Electronics and Electrical Engineering (BEng Hons) (Year 4),29,S0
Electronics and Electrical Engineering (MEng Hons) (Year 1),9,S0
Electronics and Electrical Engineering (MEng Hons) (Year 2),64,S0
Electronics and Electrical Engineering (MEng Hons) (Year 3),11,S0
Electronics and Electrical Engineering (MEng Hons) (Year 4),35,S0
Electronics and Electrical Engineering Technology (BEng Hons) (Year 4),12,S0
"Energy, Society and Sustainability (MSc) - 1 Year (Full-time) (Year 1)",21,S0
"Energy, Society and Sustainability (MSc) - 2 Years (Part-time) (Year 2)",6,S0
Engineering (PhD) - 3 Years (Full-time) (Year 1),2,S0
Engineering (PhD) - 3 Years (Full-time) (Year 2),1,S0
English Language (MA Hons) (Year 1),19,S0
English Language (MA Hons) (Year 2),40,S0
English Language (MA Hons) (Year 3),18,S0
English Language (MA Hons) (Year 4),8,S0
English Language (MSc) (Part-time) (Year 2),2,S0
English Language and Literature (MA Hons) (Year 1),71,S0
English Language and Literature (MA Hons) (Year 2),63,S0
English Language and Literature (MA Hons) (Year 3),26,S0
English Language and Literature (MA Hons) (Year 4),27,S0
English Literature (MA Hons) (Year 1),238,S0
English Literature (MA Hons) (Year 2),294,S0
English Literature (MA Hons) (Year 3),40,S0
English Literature (MA Hons) (Year 4),42,S0
English Literature (PhD) (Full-time) (Year 2),1,S0
English Literature (PhD) (Full-time) (Year 3),1,S0
English Literature I (MSc by Research) (Full-time) (Year 1),2,S0
English Literature and Classics (MA Hons) (Year 1),32,S0
English Literature and Classics (MA Hons) (Year 2),57,S0
English Literature and Classics (MA Hons) (Year 3),30,S0
English Literature and Classics (MA Hons) (Year 4),19,S0
English Literature and History (MA Hons) (Year 1),49,S0
English Literature and History (MA Hons) (Year 2),69,S0
English Literature and History (MA Hons) (Year 3),30,S0
English Literature and History (MA Hons) (Year 4),35,S0
English and Scottish Literature (MA Hons) (Year 1),18,S0
English and Scottish Literature (MA Hons) (Year 2),26,S0
English and Scottish Literature (MA Hons) (Year 3),7,S0
English and Scottish Literature (MA Hons) (Year 4),10,S0
Entrepreneurship and Innovation (MSc) (Year 1),7,S0
Environment and Development (MSc) (Full-time) (Year 1),9,S0
Environment and Development (MSc) (Part-time) - 2 Years (Year 1),2,S0
Environment and Development (MSc) (Part-time) - 2 Years (Year 2),1,S0
"Environment, Culture and Society (MSc) (Full-time) (Year 1)",16,S0
"Environment, Culture and Society (MSc) (Part-time) - 2 Years (Year 2)",4,S0
Environmental Geoscience (BSc Hons) (Year 3),24,S0
Environmental Geoscience (BSc Hons) (Year 4),14,S0
Environmental Geoscience (BSc Hons) - 4 Years (Full-time) (Year 1),23,S0
Environmental Geoscience (BSc Hons) - 4 Years (Full-time) (Year 2),14,S0
Environmental Protection and Management (SAC) (MSc) (Part-time) - 2 Years (Year 2),1,S0
Environmental Protection and Management (SAC) (MSc) - 1 Year (Full-time) (Year 1),9,S0
Environmental Sustainability (MSc) (Full-time) (Year 1),9,S0
Environmental Sustainability (MSc) (Part-time) - 2 Years (Year 1),5,S0
Environmental Sustainability (MSc) (Part-time) - 2 Years (Year 2),1,S0
European Law (LLM) (Full-time) (Year 1),5,S0
Evolution of Language and Cognition (MSc) (Full-time) (Year 1),6,S0
Evolution of Language and Cognition (MSc) (Part-time) (Year 1),4,S0
Evolutionary Genetics (MSc) (Full-time) (Year 4),9,S0
Fashion (BA Hons) (Year 1),12,S0
Fashion (BA Hons) (Year 2),17,S0
Fashion (BA Hons) (Year 3),13,S0
Fashion (BA Hons) (Year 4),14,S0
Film Directing (MA (eca)) (Year 1),7,S0
Film Studies (MSc) (Full-time) (Year 1),17,S0
Film Studies (MSc) (Part-time) (Year 1),6,S0
Film and Television (BA Hons) (Year 1),13,S0
Film and Television (BA Hons) (Year 2),59,S0
Film and Television (BA Hons) (Year 3),7,S0
Film and Television (BA Hons) (Year 4),6,S0
"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",19,S0
"Film, Exhibition and Curation (MSc) (Part-time) (Year 1)",1,S0
Finance (MSc) - 1 Year (Full-time) (Year 1),7,S0
Finance (PhD with Integrated Study) (Year 1),5,S0
Finance (PhD) - 3 Years (Full-time) (Year 1),2,S0
Finance and Business MA (Hons) (Year 1),52,S0
Finance and Business MA (Hons) (Year 2),64,S0
Finance and Business MA (Hons) (Year 3),52,S0
Finance and Business MA (Hons) (Year 4),46,S0
"Finance, Technology and Policy (MSc) - 1 Year (Full-time) (Year 1)",10,S0
Financial Modelling and Optimization (MSc) (Full-time) (Year 1),22,S0
Financial Modelling and Optimization (MSc) (Part-time) (Year 2),6,S0
Financial Technology (PhD) - 3 Years (Full-Time) (Year 1),16,S0
Fine Art (BA Hons) - 4 Years (Full-time) (Year 1),46,S0
Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),68,S0
Fine Art (MA Hons) (Year 1),12,S0
Fine Art (MA Hons) (Year 2),31,S0
Fine Art (MA Hons) (Year 3),20,S0
Fine Art (MA Hons) (Year 4),11,S0
Fine Art (MA Hons) (Year 5),5,S0
Fire Engineering Science (Year 1),8,S0
Fire Engineering Science (Year 2),8,S0
Food Security (SAC) (MSc) (Full-time) (Year 1),2,S0
French (MA Hons) (Year 1),23,S0
French (MA Hons) (Year 2),79,S0
French (MA Hons) (Year 4),32,S0
French and Business MA (Hons) (Year 2),28,S0
French and Business MA (Hons) (Year 4),28,S0
French and Classics (MA Hons) (Year 1),22,S0
French and Classics (MA Hons) (Year 2),23,S0
French and Classics (MA Hons) (Year 4),23,S0
French and English Language (MA Hons) (Year 1),15,S0
French and English Language (MA Hons) (Year 4),8,S0
French and English Literature (MA Hons) (Year 1),55,S0
French and English Literature (MA Hons) (Year 2),37,S0
French and English Literature (MA Hons) (Year 4),54,S0
French and German (MA Hons) (Year 1),28,S0
French and German (MA Hons) (Year 2),23,S0
French and German (MA Hons) (Year 4),32,S0
French and History (MA Hons) (Year 1),51,S0
French and History (MA Hons) (Year 2),46,S0
French and History (MA Hons) (Year 4),30,S0
French and History of Art (MA Hons) (Year 1),7,S0
French and History of Art (MA Hons) (Year 2),22,S0
French and History of Art (MA Hons) (Year 3),1,S0
French and History of Art (MA Hons) (Year 4),20,S0
French and Italian (MA Hons) (Year 1),13,S0
French and Italian (MA Hons) (Year 2),17,S0
French and Italian (MA Hons) (Year 4),26,S0
French and Linguistics (MA Hons) (Year 1),17,S0
French and Linguistics (MA Hons) (Year 2),18,S0
French and Linguistics (MA Hons) (Year 4),35,S0
French and Philosophy (MA Hons) (Year 1),20,S0
French and Philosophy (MA Hons) (Year 2),21,S0
French and Philosophy (MA Hons) (Year 4),18,S0
French and Politics (MA Hons) (Year 1),27,S0
French and Politics (MA Hons) (Year 2),74,S0
French and Politics (MA Hons) (Year 4),40,S0
French and Portuguese (MA Hons) (Year 2),12,S0
French and Portuguese (MA Hons) (Year 4),8,S0
French and Russian Studies (MA Hons) (Year 1),33,S0
French and Russian Studies (MA Hons) (Year 2),20,S0
French and Russian Studies (MA Hons) (Year 4),24,S0
French and Scandinavian Studies (MA Hons) (Year 1),10,S0
French and Scandinavian Studies (MA Hons) (Year 2),13,S0
French and Scandinavian Studies (MA Hons) (Year 4),9,S0
French and Social Policy (MA Hons) (Year 1),9,S0
French and Social Policy (MA Hons) (Year 4),10,S0
French and Spanish (MA Hons) (Year 1),69,S0
French and Spanish (MA Hons) (Year 2),96,S0
French and Spanish (MA Hons) (Year 4),63,S0
Full Year Courses for Visiting Students (CAHSS) Southern Hemisphere (Year 1),26,S0
Full Year Courses for Visiting Students BIO (Year 1),16,S0
Full Year Courses for Visiting Students ENG (Year 1),18,S0
Full Year Courses for Visiting Students INF (Year 1),11,S0
Full Year Courses for Visiting Students MAT (Year 1),10,S0
Full Year Courses for Visiting Students PHY (Year 1),11,S0
Future Governance (MSc) (Fusion On-site) (Full-time) - 1 year (Year 1),4,S0
