scenario,student_id,programme,n_scheduled_events,clash_count,has_clash,days_considered,free_lunch_days,has_majority_lunch
S1,Student00451,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,1,1
S1,Student00452,Public Health (MPH) (Part Time) (Year 1),6,1,1,4,3,1
S1,Student00454,Education (PhD) (Full-time) (Year 1),1,0,0,1,0,0
S1,Student00455,Primary Education PGDE (Year 1),14,4,1,4,1,0
S1,Student00457,Secondary Education PGDE (History) (Year 1),5,1,1,3,3,1
S1,Student00458,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student00460,Secondary Education PGDE (French) (Year 1),5,1,1,2,1,0
S1,Student00462,Psychological Therapies (MSc) - 2 Years (Year 1),4,0,0,3,2,1
S1,Student00463,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),10,7,1,4,2,0
S1,Student00464,Social Work (MSW) (Year 2),9,2,1,4,1,0
S1,Student00466,Social Work (MSW) (Year 1),9,6,1,4,2,0
S1,Student00469,Sociology and Global Change (MSc) (Full-time) (Year 1),2,0,0,2,1,0
S1,Student00471,Primary Education PGDE (Year 1),14,4,1,4,1,0
S1,Student00472,Religious Studies and English Literature (MA Hons) (Year 4),1,0,0,1,0,0
S1,Student00473,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student00474,Marketing (MSc) (Year 1),2,0,0,2,1,0
S1,Student00475,Architecture (MArch) (Year 2),2,0,0,2,2,1
S1,Student00476,Clinical Psychology (Core Programme Route) (DClinPsychol) (Full-time) (Year 2),2,0,0,2,1,0
S1,Student00477,Biological Sciences (with Internship) (PhD) - 3 Years (Full-time) (Year 1),4,0,0,3,3,1
S1,Student00478,"Narrative Futures: Art, Data, Society (MSc) (Fusion On-site) (Part-time) - 2 years (Year 2)",1,0,0,1,1,1
S1,Student00479,Secondary Education PGDE (English) (Year 1),7,2,1,3,2,1
S1,Student00480,Primary Education PGDE (Year 1),14,4,1,4,1,0
S1,Student00481,Secondary Education PGDE (German and Spanish) (Year 1),3,0,0,1,0,0
S1,Student00482,"Transformative Learning and Teaching (Nursery - S3, Generalist) (MSc) - 21 Months (Year 2)",5,1,1,2,0,0
S1,Student00483,Primary Education PGDE (Year 1),22,13,1,4,1,0
S1,Student00484,Chinese (PhD) (Full-time) (Year 3),6,2,1,3,3,1
S1,Student00485,Nursing with Pre-registration (Adult) (MN) (Year 2),7,2,1,3,2,1
S1,Student00486,Landscape Architecture (PhD) (Year 1),1,0,0,1,1,1
S1,Student00487,Secondary Education PGDE (History) (Year 1),5,1,1,3,3,1
S1,Student00488,International Banking Law and Finance (LLM) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student00489,PhD in Machine Learning Systems (PhD with Integrated Study) (Year 1),2,0,0,2,2,1
S1,Student00490,History of Art (MSc by Research) (Part-time) (Year 1),4,0,0,4,4,1
S1,Student00491,Psychology of Language (MSc) (Part-time) (Year 1),3,0,0,3,1,0
S1,Student00492,Astrophysics (MPhys) (Year 5),9,0,0,5,2,0
S1,Student00493,Professional Legal Practice (PgDip) (Full-time) (Year 1),16,18,1,5,3,1
S1,Student00494,Computational Applied Mathematics (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student00495,Social Work (MSW) (Year 1),8,6,1,3,1,0
S1,Student00496,Chinese (MA Hons) (Year 4),6,0,0,3,0,0
S1,Student00497,Nursing (BN) (Year 4),9,8,1,2,1,0
S1,Student00498,Professional Legal Practice (PgDip) (Full-time) (Year 1),15,18,1,4,1,0
S1,Student00499,Data Science (MSc) (Full-time) (Year 1),5,0,0,3,1,0
S1,Student00500,Management (PhD with Integrated Study) (Year 1),3,0,0,2,2,1
S1,Student00501,Clinical Psychology (Core Programme Route) (DClinPsychol) (Full-time) (Year 1),6,1,1,4,2,0
S1,Student00502,Primary Education PGDE (Year 1),15,3,1,4,0,0
S1,Student00503,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),9,2,1,3,1,0
S1,Student00505,Secondary Education PGDE (English) (Year 1),5,1,1,2,1,0
S1,Student00507,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student00508,Social Anthropology (MSc) (Full-time) (Year 1),4,1,1,3,2,1
S1,Student00509,Psychology and Linguistics (MA Hons) (Year 4),2,0,0,1,0,0
S1,Student00511,Medicine (Clinical) (MBChB) (Year 5),3,0,0,2,2,1
S1,Student00512,Advanced Nursing (MSc) - 2 Years (Part-time) (Year 2),1,0,0,1,1,1
S1,Student00513,Archaeology (MA Hons) (Year 1),5,0,0,4,3,1
S1,Student00514,Primary Education PGDE (Year 1),16,7,1,4,0,0
S1,Student00516,Social Work (MSW) (Year 1),9,6,1,4,2,0
S1,Student00518,Professional Legal Practice (PgDip) (Full-time) (Year 1),16,18,1,4,2,0
S1,Student00519,Secondary Education PGDE (Physical Education) (Year 1),8,2,1,3,2,1
S1,Student00520,Secondary Education PGDE (History) (Year 1),6,1,1,3,2,1
S1,Student00521,Theoretical Physics (MPhys) (Year 4),11,3,1,5,3,1
S1,Student00522,Professional Legal Practice (PgDip) (Full-time) (Year 1),16,20,1,5,5,1
S1,Student00523,Primary Education PGDE (Year 1),16,7,1,4,0,0
S1,Student00524,Secondary Education PGDE (Design and Technology) (Year 1),3,1,1,1,1,1
S1,Student00525,Biological Sciences (Plant Science) (BSc Hons) (Year 4),8,2,1,4,3,1
S1,Student00526,Childhood Practice (BA Ord) (Year 3),2,0,0,1,1,1
S1,Student00528,Secondary Education PGDE (English) (Year 1),6,2,1,2,1,0
S1,Student00529,"Modern and Contemporary Art: History, Curating, Criticism (MSc) (Part-time) (Year 2)",2,0,0,2,1,0
S1,Student00530,Medicine (Clinical) (MBChB) (Year 4),4,0,0,2,1,0
S1,Student00531,Biblical Studies (MTh) (Full-time) (Year 1),3,0,0,2,1,0
S1,Student00532,Secondary Education PGDE (Physical Education) (Year 1),6,1,1,3,2,1
S1,Student00533,Computer Science (MSc) (Full-time) (Year 1),10,0,0,4,0,0
S1,Student00534,Architecture (MA Hons) (Year 4),3,1,1,2,2,1
S1,Student00535,Childhood Practice (BA Ord) (Year 4),2,0,0,1,0,0
S1,Student00536,Clinical Psychology (Core Programme Route) (DClinPsychol) (Full-time) (Year 2),2,0,0,2,1,0
S1,Student00537,Medical Sciences (BSc Hons) (Year 4),9,5,1,5,3,1
S1,Student00538,Law (LLB Ord) (Graduate Entry) (Year 2),20,7,1,5,1,0
S1,Student00540,Cognitive Science (BSc Hons) (Year 4),7,2,1,4,2,0
S1,Student00542,History of Art (PhD) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student00544,International and Cross-cultural Counselling Studies (MSc) (Year 1),1,0,0,1,1,1
S1,Student00545,Childhood Practice (BA Ord) (Year 4),2,0,0,1,0,0
S1,Student00546,Philosophy (MA Hons) (Year 2),7,0,0,3,2,1
S1,Student00547,History (MSc by Research) (Year 1),1,0,0,1,1,1
S1,Student00548,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student00549,Sociology and Social Anthropology (MA Hons) (Year 1),8,1,1,5,4,1
S1,Student00550,Professional Legal Practice (PgDip) (Full-time) (Year 1),18,21,1,5,1,0
S1,Student00551,Professional Legal Practice (PgDip) (Full-time) (Year 1),16,20,1,5,3,1
S1,Student00552,Environmental Sustainability (MSc) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student00553,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),5,2,1,3,1,0
S1,Student00554,International Relations (MA Hons) (Year 3),9,4,1,3,1,0
S1,Student00556,Medicine (Pre-Clinical) (MBChB) (Year 1),19,11,1,5,3,1
S1,Student00558,Philosophy (MA Hons) (Year 4),3,0,0,1,0,0
S1,Student00559,Social Anthropology (PhD) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student00560,Linguistics (MA Hons) (Year 4),3,0,0,3,2,1
S1,Student00561,Performance Psychology (MSc) (Full-time) (Year 1),8,4,1,3,1,0
S1,Student00562,Professional Legal Practice (PgDip) (Full-time) (Year 1),18,27,1,5,3,1
S1,Student00563,Psychological Research (MSc) (Part-time) (Year 1),5,1,1,4,3,1
S1,Student00564,Sound Design (MSc) (Full-time) (Year 1),2,0,0,2,1,0
S1,Student00565,Childhood Practice (BA Ord) (Year 3),2,0,0,1,1,1
S1,Student00566,Teaching English to Speakers of Other Languages (PgDip) (Full-time) (Year 1),9,6,1,3,1,0
S1,Student00568,Psychotherapy and Counselling (DPsych) - 4 Years (Full-time) (Year 3),2,1,1,1,1,1
S1,Student00569,Linguistics and English Language (PhD) (Full-time) (Year 1),6,1,1,4,4,1
S1,Student00570,Data and Artificial Intelligence Ethics (Fusion On-site)(Full-time) - 1 Year (MSc) (Year 1),3,1,1,1,0,0
S1,Student00571,American History (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student00572,Public Health (MPH) (Full Time) (Year 1),4,0,0,3,2,1
S1,Student00574,Natural Language Processing (PhD with Integrated Study) - 4 Years (Full-Time) (Year 2),1,0,0,1,1,1
S1,Student00576,Professional Legal Practice (PgDip) (Full-time) (Year 1),16,21,1,4,2,0
S1,Student00577,Secondary Education PGDE (Biology) (Year 1),2,0,0,2,1,0
S1,Student00579,Philosophy (MA Hons) (Year 3),2,0,0,2,2,1
S1,Student00581,Accounting and Finance (MSc) (Year 1),1,0,0,1,1,1
S1,Student00582,Precision Medicine (PhD with Integrated Study) (UoE lead with Glasgow) - Full-time 4 Years (Year 2),1,0,0,1,0,0
S1,Student00583,Scandinavian Studies (MA Hons) (Year 4),6,1,1,3,0,0
S1,Student00586,History of Art (MA Hons) (Year 4),1,0,0,1,1,1
S1,Student00587,Medicine (Clinical) (MBChB) (Year 5),3,0,0,2,2,1
S1,Student00588,Medicine (Clinical) (MBChB) (Year 4),2,0,0,1,0,0
S1,Student00589,"Sensing, Processing and AI for Defence and Security (UoE Lead with Heriot-Watt) (PhD with Integrated Study) (Year 1)",6,1,1,2,1,0
S1,Student00590,BSc Ordinary Sciences INF (Year 2),20,9,1,5,1,0
S1,Student00591,Professional Legal Practice (PgDip) (Full-time) (Year 1),17,21,1,4,1,0
S1,Student00593,Secondary Education PGDE (Physics) (Year 1),4,1,1,1,0,0
S1,Student00594,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,0,0
S1,Student00595,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,0,0
S1,Student00596,Linguistics (MA Hons) (Year 4),3,0,0,2,0,0
S1,Student00599,Medicine (Clinical) (MBChB) (Year 4),4,0,0,2,1,0
S1,Student00601,Veterinary Medicine (Clinical) (BVMS) (Year 4),39,39,1,5,2,0
S1,Student00602,Environmental Sustainability (MSc) (Part-time) - 2 Years (Year 1),1,0,0,1,1,1
S1,Student00604,Medicine (Clinical) (MBChB) (Year 5),5,2,1,2,1,0
S1,Student00605,English Literature (MA Hons) (Year 1),4,1,1,3,1,0
S1,Student00607,Cancer (Intercalated) (UoE Lead with Glasgow) (PhD) - 3 Years (Full-time) (Year 4),2,0,0,1,0,0
S1,Student00609,Translation Studies (MSc) (Full-time) (Year 1),5,0,0,4,4,1
S1,Student00610,"History of Art, Theory and Display (MSc) (Part-time) (Year 2)",1,0,0,1,1,1
S1,Student00611,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,1,1
S1,Student00613,Medicine (Clinical) (MBChB) (Year 4),1,0,0,1,1,1
S1,Student00615,Professional Legal Practice (PgDip) (Full-time) (Year 1),17,21,1,5,5,1
S1,Student00617,Playwriting (MSc) (Full-time) (Year 1),2,1,1,1,1,1
S1,Student00619,Architecture (MArch) (Year 1),2,0,0,1,1,1
S1,Student00620,Law (LLB Ord) (Graduate Entry) (Year 2),6,4,1,3,3,1
S1,Student00622,BSc Ordinary Sciences BIO (Year 3),6,1,1,3,1,0
S1,Student00623,Medicine (Clinical) (MBChB) (Year 5),3,0,0,2,1,0
S1,Student00625,Precision Medicine (PhD with Integrated Study) (UoE lead with Glasgow) - Full-time 4 Years (Year 2),4,0,0,4,2,0
S1,Student00628,Physics with Year Abroad (MPhys) (Year 5),9,1,1,5,4,1
S1,Student00629,Mechanical Engineering (MEng Hons) (Year 5),3,0,0,2,0,0
S1,Student00631,Medicine (Clinical) (MBChB) (Year 4),1,0,0,1,1,1
S1,Student00632,Informatics (MInf) (Year 5),5,0,0,4,1,0
S1,Student00633,Veterinary Medicine (Clinical) (Graduate Entry) (BVMS) (Year 3),43,50,1,5,1,0
S1,Student00634,Medicine (Clinical) (MBChB) (Year 4),1,0,0,1,1,1
S1,Student00635,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,0,0
S1,Student00636,Clinical Psychology (PhD) (Full-time) (Year 3),1,0,0,1,1,1
S1,Student00637,Education (PhD) (Full-time) (Year 2),1,0,0,1,1,1
S1,Student00638,Veterinary Medicine (Clinical) (Graduate Entry) (BVMS) (Year 3),38,39,1,5,2,0
S1,Student00640,Psychology (PhD) (Full-time) (Year 1),3,0,0,3,1,0
S1,Student00641,Theoretical Physics MSc (Year 1),2,0,0,2,1,0
S1,Student00644,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,1,1
S1,Student00645,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,0,0
S1,Student00646,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,1,1
S1,Student00648,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,0,0
S1,Student00649,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),5,0,0,3,1,0
S1,Student00650,Computational Physics (MPhys) (Year 3),7,1,1,5,3,1
S1,Student00651,Chinese and Linguistics (MA Hons) (Year 3),9,3,1,4,2,0
S1,Student00652,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,1,1
S1,Student00653,Medicine (Clinical) (MBChB) (Year 4),1,0,0,1,1,1
S1,Student00654,Medicine (Clinical) (MBChB) (Year 5),2,0,0,2,1,0
S1,Student00655,Law (LLB Ord) (Graduate Entry) (Year 2),18,7,1,5,0,0
S1,Student00656,Law and Celtic (LLB Hons) (Year 4),8,6,1,3,3,1
S1,Student00657,Medicine (Clinical) (MBChB) (Year 6),1,0,0,1,0,0
S1,Student00658,Mathematics (MMath Hons) (Year 4),3,0,0,2,1,0
S1,Student00660,Mathematics (MMath Hons) (Year 5),5,0,0,4,2,0
S1,Student00661,Veterinary Medicine (Clinical) (Graduate Entry) (BVMS) (Year 3),42,43,1,5,1,0
S1,Student00662,Medicine (Pre-Clinical) (MBChB) (Year 2),24,34,1,5,3,1
S1,Student00664,Collections and Curating Practices (Part-time) (MSc by Research) (Year 2),1,0,0,1,1,1
S1,Student00665,Classics (MA Hons) (Year 4),2,1,1,1,1,1
S1,Student00666,Law (LLB Ord) (Graduate Entry) (Year 1),7,0,0,4,1,0
S1,Student00667,Secondary Education PGDE (Biology) (Year 1),6,1,1,3,1,0
S1,Student00668,Architecture (MArch) (Year 1),2,0,0,1,1,1
S1,Student00669,Medicine (Clinical) (MBChB) (Year 4),2,0,0,1,0,0
S1,Student00670,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),9,2,1,3,1,0
S1,Student00671,Public Policy (MSc) - 1 Year (Full-time) (Year 1),3,0,0,2,1,0
S1,Student00672,Collections and Curating Practices (MSc by Research) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student00673,Architecture (MA Hons) (Year 4),3,1,1,2,2,1
S1,Student00677,Classical Studies (MA Hons) (Year 4),3,1,1,2,1,0
S1,Student00678,Psychological Therapies (MSc) - 2 Years (Year 1),4,0,0,3,2,1
S1,Student00679,Medicine (Pre-Clinical) (MBChB) (Year 2),24,31,1,5,1,0
S1,Student00681,Architecture (MArch) (Year 2),2,0,0,2,2,1
S1,Student00682,Professional Legal Practice (PgDip) (Part-time) (Year 1),12,13,1,3,2,1
S1,Student00683,Law (LLB Ord) (Graduate Entry) (Year 1),8,0,0,4,1,0
S1,Student00684,Art PhD - 3 Years (Full-Time) (Year 2),16,0,0,5,1,0
S1,Student00685,Architecture (MArch) (Year 2),2,0,0,2,2,1
S1,Student00686,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),6,1,1,3,1,0
S1,Student00687,"Sensing, Processing and AI for Defence and Security (UoE Lead with Heriot-Watt) (PhD with Integrated Study) (Year 1)",6,1,1,3,2,1
S1,Student00688,Italian and History (MA Hons) (Year 1),11,2,1,5,2,0
S1,Student00690,Law (LLB Hons) (Year 3),9,9,1,3,3,1
S1,Student00691,Arabic and French (MA Hons) (Year 4),6,1,1,2,0,0
S1,Student00692,Philosophy (MA Hons) (Year 4),2,0,0,1,0,0
S1,Student00693,Medicine (Clinical) (MBChB) (Year 5),1,0,0,1,1,1
S1,Student00694,Professional Legal Practice (PgDip) (Full-time) (Year 1),16,19,1,5,5,1
S1,Student00695,Architecture (MArch) (Year 1),2,0,0,1,1,1
S1,Student00696,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,1,0
S1,Student00697,Artificial Intelligence and Mathematics (BSc Hons) (Year 4),6,1,1,4,3,1
S1,Student00698,Advanced Care (PhD with Integrated Study) - 4 Years (Full-time) (Year 1),4,0,0,3,2,1
S1,Student00699,Law (LLB Ord) (Graduate Entry) (Year 1),7,0,0,4,3,1
S1,Student00700,Archaeology (MA Hons) (Year 3),3,1,1,2,1,0
S1,Student00701,Psychological Research (MSc) (Full-time) (Year 1),4,1,1,3,2,1
S1,Student00702,Linguistics (MA Hons) (Year 4),4,0,0,4,2,0
S1,Student00703,Structural Engineering with Architecture (MEng Hons) (Year 5),1,0,0,1,1,1
S1,Student00704,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),4,0,0,4,3,1
S1,Student00705,Primary Education PGDE (Year 1),15,3,1,4,0,0
S1,Student00706,Law (LLB Ord) (Graduate Entry) (Year 2),18,7,1,5,1,0
S1,Student00707,Professional Legal Practice (PgDip) (Full-time) (Year 1),15,21,1,4,3,1
S1,Student00708,Professional Legal Practice (PgDip) (Full-time) (Year 1),16,21,1,4,2,0
S1,Student00709,History (MA Hons) (Year 3),3,1,1,2,2,1
S1,Student00710,History (MA Hons) (Year 4),2,1,1,1,1,1
S1,Student00712,Animation (BA Hons) (Year 3),2,0,0,1,1,1
S1,Student00713,Religious Studies and English Literature (MA Hons) (Year 4),2,0,0,2,2,1
S1,Student00714,"Late Antique, Islamic and Byzantine Studies (MSc) (Part-time) (Year 2)",9,0,0,5,5,1
S1,Student00715,Mathematics (BSc Hons) (Year 4),7,1,1,4,3,1
S1,Student00716,Musicology (MMus) (Full-time) (Year 1),4,0,0,1,0,0
S1,Student00717,Social Research (MSc) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student00718,Applied Sport Science (BSc Hons) (Year 4),8,6,1,4,4,1
S1,Student00719,Philosophy and Linguistics (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student00721,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",2,0,0,1,1,1
S1,Student00722,History and Politics (MA Hons) (Year 4),3,0,0,2,2,1
S1,Student00723,Advanced Care (PhD with Integrated Study) - 4 Years (Full-time) (Year 1),5,0,0,3,2,1
S1,Student00724,Secondary Education PGDE (Chemistry) (Year 1),5,1,1,3,2,1
S1,Student00726,Mechanical Engineering (BEng Hons) (Year 4),6,1,1,4,3,1
S1,Student00727,Physics (PhD) (Full-time) (Year 1),3,0,0,2,2,1
S1,Student00729,Law (LLB Ord) (Graduate Entry) (Year 2),20,7,1,5,1,0
S1,Student00730,Fine Art (MA Hons) (Year 5),3,0,0,3,3,1
S1,Student00731,"Modern and Contemporary Art: History, Curating, Criticism (MSc) (Full-time) (Year 1)",3,0,0,3,2,1
S1,Student00732,Architecture (MArch) (Year 2),2,0,0,2,2,1
S1,Student00733,Medicine (Clinical) (MBChB) (Year 4),2,0,0,1,0,0
S1,Student00734,Translation Studies (MSc) (Full-time) (Year 1),7,0,0,5,4,1
S1,Student00735,Architecture (MArch) (Year 1),4,0,0,3,3,1
S1,Student00736,Architecture (MArch) (Year 1),2,0,0,1,1,1
S1,Student00737,Education (Philosophy of Education) (MSc) - 1 Year (Year 1),7,1,1,4,3,1
S1,Student00738,Medicine (Pre-Clinical) (MBChB) (Year 1),25,18,1,5,1,0
S1,Student00740,Biomedical and Health Applications of Data Science BSc (Hons) (Year 4),6,2,1,3,1,0
S1,Student00741,Economic History (MA Hons) (Year 3),2,0,0,2,2,1
S1,Student00742,Law (LLB Ord) (Graduate Entry) (Year 2),18,7,1,5,0,0
S1,Student00744,Chemistry (BSc Hons) (Year 4),6,1,1,5,4,1
S1,Student00745,Social Anthropology (MA Hons) (Year 4),4,1,1,2,0,0
S1,Student00746,PhD in Machine Learning Systems (PhD with Integrated Study) (Year 1),1,0,0,1,1,1
S1,Student00747,Clinical Psychology (Core Programme Route) (DClinPsychol) (Full-time) (Year 1),6,1,1,4,2,0
S1,Student00748,Psychology and Business MA (Hons) (Year 4),4,0,0,3,3,1
S1,Student00749,Primary Education PGDE (Year 1),22,13,1,4,1,0
S1,Student00750,Primary Education PGDE (Year 1),22,13,1,4,1,0
S1,Student00751,Professional Legal Practice (PgDip) (Full-time) (Year 1),15,21,1,4,3,1
S1,Student00752,Geographical Information Science (MSc) (Part-time) - 2 Years (Year 1),8,2,1,3,1,0
S1,Student00753,Applied Linguistics (MSc) (Full-time) (Year 1),6,0,0,4,2,0
S1,Student00754,Architecture (MArch) (Year 1),4,0,0,3,3,1
S1,Student00755,Sustainable Energy Systems (MSc) (Year 1),3,0,0,3,2,1
S1,Student00756,Neuroscience BSc (Hons) (Year 4),10,7,1,5,3,1
S1,Student00757,Architecture (MArch) (Year 1),4,0,0,3,3,1
S1,Student00758,Psychological Therapies (MSc) - 2 Years (Year 1),4,0,0,3,2,1
S1,Student00759,Professional Legal Practice (PgDip) (Full-time) (Year 1),17,21,1,4,2,0
S1,Student00760,Medicine (Pre-Clinical) (MBChB) (Year 2),26,39,1,5,3,1
S1,Student00761,Economics with Finance (MA Hons) (Year 4),1,0,0,1,0,0
S1,Student00762,Secondary Education PGDE (Physical Education) (Year 1),8,2,1,3,2,1
S1,Student00763,Psychological Therapies (MSc) - 2 Years (Year 2),3,1,1,2,2,1
S1,Student00764,Music (BMus) (Year 3),6,1,1,4,3,1
S1,Student00765,Performance Costume (BA Hons) (Year 4),11,5,1,4,1,0
S1,Student00766,Islamic and Middle Eastern Studies (MSc) (Part-time) (Year 1),4,3,1,1,1,1
S1,Student00767,Philosophy (MA Hons) (Year 4),3,0,0,3,3,1
S1,Student00768,Law (LLB Ord) (Graduate Entry) (Year 2),18,8,1,5,1,0
S1,Student00769,Law (LLB Ord) (Graduate Entry) (Year 1),6,0,0,4,2,0
S1,Student00770,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),8,1,1,5,1,0
S1,Student00771,Secondary Education PGDE (English) (Year 1),5,1,1,3,2,1
S1,Student00772,Performance Costume (BA Hons) (Year 4),10,5,1,3,0,0
S1,Student00773,Medicine (Clinical) (MBChB) (Year 5),3,0,0,2,1,0
S1,Student00774,Counselling (PgDip) - 3 Years (Part-time) (Year 3),2,1,1,1,1,1
S1,Student00775,Professional Legal Practice (PgDip) (Full-time) (Year 1),18,20,1,5,3,1
S1,Student00777,Primary Education PGDE (Year 1),16,7,1,4,0,0
S1,Student00778,Social Work (PhD) (Full-time) (Year 1),3,1,1,1,0,0
S1,Student00780,Artificial Intelligence (MSc) (Full-time) (Year 1),6,0,0,3,1,0
